episode_id,block,timestamp_utc,tx_index,tx_hash,origin,input_weth,actual_pepe,counterfactual_pepe,shortfall_pepe,shortfall_bps,counterfactual_reserve0_raw,counterfactual_reserve1_raw,input_raw,actual_output_raw,counterfactual_output_raw
17076157-15,17076157,2023-04-18T21:15:47+00:00,16,0x6da3bc6d88c0c0a10804110ed1cc9de7606aed50883f28e20aa35566085b00be,0x9b76d386a5fd08908b9ebcd5997abbfd3a2d5225,0.663941647943571539,6764587328.441961551601192817,6857686701.376381029693680098,93099372.934419478092487281,135.7591517205559215601659825843404830957694691556725845929197812553310,4803752891910566843194799482857,463028433684383031642,663941647943571539,6764587328441961551601192817,6857686701376381029693680098
17076157-15,17076157,2023-04-18T21:15:47+00:00,17,0x14aff15eed5b3bed2f59d69ea4c7c993548afab72c4d009dcf13f9da220d8be1,0x827e8589417f44aff334e52a267095b36c9e11ce,1.77,17940236531.201336243818670012,18186495877.20136962158378344,246259346.000033377765113428,135.4078034948693024412622057636084015336451343241951854259576940779854,4796895205209190462165105802759,463692375332326603181,1770000000000000000,17940236531201336243818670012,18186495877201369621583783440
17076191-17,17076191,2023-04-18T21:22:35+00:00,18,0x857c2479bf3a6173fb462158edcd854cc957b611d98255bb7a47d56afc3ea725,0x58e1fa26fcc0b6bb1cadc8bebf804fdbc1c09505,2,18901765077.593876274404867756,19379736321.284823277250801123,477971243.690947002845933367,246.6345443338100187797142267354906501897948667722610896850574063086703,4665751189284122636233325474268,478069697317412393141,2000000000000000000,18901765077593876274404867756,19379736321284823277250801123
17076191-17,17076191,2023-04-18T21:22:35+00:00,19,0xa73d771cc1a64f75144b7b5d3162db375ff6f94b18032d7c4acd9e71b7e98ebb,0xb7608d4e47f867eea5d8eb8379ed95238ceb2d2d,0.25,2351793567.469953658232736428,2411123048.797129770113317079,59329481.327176111880580651,246.0657549467441282293065900066115105533174776148055216418180560712594,4646371452962837812956074673145,480069697317412393141,250000000000000000,2351793567469953658232736428,2411123048797129770113317079
17076295-10,17076295,2023-04-18T21:43:47+00:00,11,0xa9825965f842032326979efdcba3b8f73cbc8c6231d22464b4fc172f3d8a3a88,0x04f2d4c55832d2c5dc8c8959987d470db8ded04b,1.994,19423808421.557091784646989644,19871992041.018163835218874223,448183619.461072050571884579,225.5353255657347069701976353557542047740282316435032185692584491577546,4752556291257690640353755640176,473463433144474399583,1994000000000000000,19423808421557091784646989644,19871992041018163835218874223
17076295-10,17076295,2023-04-18T21:43:47+00:00,12,0x376a0bafc39774ac1d2b6c8523e7304fc8627e89c14539679bae82e1186824ea,0xa0ff0320c721d95d2de8a4c30ed2eeb3acb11332,0.0793,769142055.012647548004118807,786850143.101495847777614584,17708088.088848299773495777,225.0503255810443744781545890396897817468012726034084690689946248363318,4732684299216672476518536765953,475457433144474399583,79300000000000000,769142055012647548004118807,786850143101495847777614584
17076295-10,17076295,2023-04-18T21:43:47+00:00,13,0x0832e8e3f1db8c895e84c24d588e0d094a6b345c590ce02bee34480d97f0a10f,0x4560a7d6422cbedb58af2a52ad275e7107bb2939,1,9677484427.411962596115126187,9900037350.128261152332088935,222552922.716298556216962748,224.8000839243452394006514185818107270451237622856202795589131128630123,4731897449073570980670759151369,475536733144474399583,1000000000000000000,9677484427411962596115126187,9900037350128261152332088935
17076316-13,17076316,2023-04-18T21:47:59+00:00,15,0x97e441007d83e603716d86c6ae6a3085075ee2474fd86bc379994bc5dc2d93cd,0xd65ae26bba44d7ff4bfa6c88f7312abeb1571cf2,1.169,11319949739.066768979209407795,11927404131.996279659176241278,607454392.929510679966833483,509.2930416434556963465197717233726457130464679798886237201090786375392,4808022449181812938620765537479,468653123553103190572,1169000000000000000,11319949739066768979209407795,11927404131996279659176241278
17076316-13,17076316,2023-04-18T21:47:59+00:00,16,0x2eda571a46005eb4baf4c69a9937d649fa7e0e162e23583b566cedff1cf13121,0xe2e70bf57d924ab3323897d738195f2c2799669d,0.97,9351423094.045639118238860271,9852085442.042630872541744638,500662347.996991754302884367,508.1790560407376363943623701962732401760982000564165899694881204758759,4796095045049816658961589296201,469822123553103190572,970000000000000000,9351423094045639118238860271,9852085442042630872541744638
17076597-4,17076597,2023-04-18T22:45:35+00:00,5,0x749f6046dabc55a2bfeac26aa9f600f9453f659c76247b55d8e8daf3a41a852a,0x4204111ad86d5dc63cf7e9c34a210910f582b82e,0.387,4493068638.50313110402873827,4581023025.157611134522099101,87954386.654480030493360831,191.9972595017767672185841943292750774134730543727841029837613950468633,5170770246038693874036451437404,435124921370535850041,387000000000000000,4493068638503131104028738270,4581023025157611134522099101
17076597-4,17076597,2023-04-18T22:45:35+00:00,6,0xd160c5d611a24e1a707a179641e87ff090110fa9dacfaeb9d85bdf5cc44a9994,0xdbdea48c7efd3894806b3793335eb608b0f5eb8b,1,11573540357.620845488293399194,11799737423.859591445790429375,226197066.238745957497030181,191.6966946920068541619066424293680327303440204802193277019223130674413,5166189223013536262901929338303,435511921370535850041,1000000000000000000,11573540357620845488293399194,11799737423859591445790429375
17076597-4,17076597,2023-04-18T22:45:35+00:00,7,0x43918e3f4f8cc0d45e50ab24b07cfc79cb59ca4d1888838c0fe3e394ab0852ae,0x45180317b52d63077e8ed0c36073c6bf8429a876,1.25,14393405115.747310515099283059,14673987412.513417487792865997,280582296.766106972693582938,191.2106702005462252608803527528628233667110325301012371599230816856778,5154389485589676671456138908928,436511921370535850041,1250000000000000000,14393405115747310515099283059,14673987412513417487792865997
17076597-4,17076597,2023-04-18T22:45:35+00:00,8,0xec48298012547b756175d5928d1a4c04f70a1bf00e22223282a09af4b6647d1b,0x694d99257e9b0fee2afc82369a1d7e9f471e008f,0.132162221605438414,1517055589.201701925835197048,1546581761.613502249509949965,29526172.411800323674752917,190.9124570368433401536500495243208962400474167895347100544264623122520,5139715498177163253968346042931,437761921370535850041,132162221605438414,1517055589201701925835197048,1546581761613502249509949965
17076675-28,17076675,2023-04-18T23:01:11+00:00,29,0x8a2352eb146cf9b2b808454105913bab3465010cec2fbf93e95bc8ccab330b3f,0x87de74597c1f8af0309cc4eea15f137c14180f7f,2.3,26285764366.367378530673615947,26680237600.951325298796277084,394473234.583946768122661137,147.8522194906844504391498838362308784886159892138652823309145251940221,5147679462740201682210653920396,440137134413979184448,2300000000000000000,26285764366367378530673615947,26680237600951325298796277084
17076987-19,17076987,2023-04-19T00:04:11+00:00,20,0x12b7b93a40628eedb2db270603a2d6d44f960daeda76bb70a5a98386b0afbb13,0x0c26a0675856aed4c678cda6d9a01cd54a82369b,2.7,30541447987.515565293870273634,31241932104.740192146891842503,700484117.224626853021568869,224.2128031250492590888680482299664945666357184433527289969146225970908,5168822079059533143376148341580,442669549092620568916,2700000000000000000,30541447987515565293870273634,31241932104740192146891842503
17077368-5,17077368,2023-04-19T01:20:59+00:00,6,0xf64054e2bf1a2b0c30f159e4503ee10a667b2af0a426f48f6be9a3d76a9ded54,0x9de7fad36063ee5efdfba26c6a24a0819e2e42d8,3.5,44782607021.927771050614904118,45485799453.3354974445475828,703192431.407726393932678682,154.5960365342464977721661848830198586921655017926145101373500550802027,5462981513319333181439111512768,415609960047632689429,3500000000000000000,44782607021927771050614904118,45485799453335497444547582800
17077545-10,17077545,2023-04-19T01:56:59+00:00,11,0x8e4de96caf7f43f7e952df3f4804e994696d6c20a70d7a64a309109aa867fc10,0x15d5b7c906757d0fccbcf325f1aa9e786c8e232c,1.890699976772641511,24219615610.172184216057166209,24460781533.718918922203567122,241165923.546734706146400913,98.59289377744947641500177135286037156467425581659157768415495288062809,5465061656383765735682948780252,419270508660065653379,1890699976772641511,24219615610172184216057166209,24460781533718918922203567122
17077545-10,17077545,2023-04-19T01:56:59+00:00,12,0x1339ce2824fd97c68f8b9052e2eb3392d3ca113e04a00fc8c64c4252285fda2f,0xfe42a5266ce7a21d2d0daffc2a1ab1677b1009fb,0.581482939737937249,7405301925.881882888000072063,7478822633.556567070023044566,73520707.674684182022972503,98.30518956928556282598068693568268721773139420174909614566214959989228,5440600874850046816760745213130,421161208636838294890,581482939737937249,7405301925881882888000072063,7478822633556567070023044566
17077545-10,17077545,2023-04-19T01:56:59+00:00,13,0xb9c9a68cdf44a871a34929efc5fc0ef957d336a79d5466e4cd1466ea33e241e4,0x9febc1bf5990d76b3bfc6fd4b7e9a3b31e82e8cc,1,12687882198.188234584905146711,12813612712.490288121740639142,125730514.302053536835492431,98.12261157190709210090005087878601333900765204025752697148922056530085,5433122052216490249690722168564,421742691576576232139,1000000000000000000,12687882198188234584905146711,12813612712490288121740639142
17077795-5,17077795,2023-04-19T02:47:35+00:00,6,0x7b81398bc829be8e4a7ae38941810e86005e48fc2f231096f6bd87f5d3399592,0x9de7fad36063ee5efdfba26c6a24a0819e2e42d8,4,44677574035.379813716304200162,45426050703.725340726433082663,748476668.345527010128882501,164.7681576431087938093990066955881735664792505556631631838413997739046,5129284273098107185232752949349,446317174326715380729,4000000000000000000,44677574035379813716304200162,45426050703725340726433082663
17078036-47,17078036,2023-04-19T03:36:47+00:00,48,0xfa4f826409af6f988f76d809352a87d40acbf5038adffbcb58c40d6abb77757e,0x9e037b0d29daa93510fe095043506cb62272f890,12.5,112554270394.940067492235355269,114071423548.729131315816861751,1517153153.789063823581506482,133.0002823310927649908965002422688173288786763724716015927203406594798,4663127373895779267329890343871,496992217836065780964,12500000000000000000,112554270394940067492235355269,114071423548729131315816861751
17078036-86,17078036,2023-04-19T03:36:47+00:00,87,0xcf617c2bbeaa06900d933c206efc8d3ae770afe20b8e3238492d20cd06da15f4,0x4466baf7eadae7bd6b0dc1f238bedc5d11e81996,2.986433404938312778,25216454984.818733738600944488,26464297322.577265197952600706,1247842337.758531459351656218,471.5191650654446569384946718399753829660102106641899072071226033699393,4552088829382495700296420914844,509173914110088613545,2986433404938312778,25216454984818733738600944488,26464297322577265197952600706
17078188-0,17078188,2023-04-19T04:07:23+00:00,1,0x010e1d2a6289073fb58db29f6abcc628d91e54375d70ab54b36ed433e9fe4cf2,0xcf33ea41c015749f3ced2366364ef611d8d1425d,6.06709576861455887,54010826315.061505079570517081,59381585542.730592429444855541,5370759227.66908734987433846,904.4486061767961506319703672499904682841300200042153801087523291016922,4855854461215530906622272515537,488591842778033034090,6067095768614558870,54010826315061505079570517081,59381585542730592429444855541
17078196-5,17078196,2023-04-19T04:08:59+00:00,6,0xe72fa38e31977d380c6d62b582cccb38eccfdb1582b8b37eef366d06e8fa8f76,0x50bd54b751952d4a26563b65f2ad34c982cfd0ef,4,38349703245.516336714394883083,39741538782.680998838830457668,1391835537.164662124435574585,350.2218534555615629815412646008691024553210195773142303574875901959515,4883935092536404727066469911327,486107093084899358194,4000000000000000000,38349703245516336714394883083,39741538782680998838830457668
17078196-23,17078196,2023-04-19T04:08:59+00:00,24,0x1f0996a740c9ec25584f4ed67da40ada738d1172c7a04354c3f47f16d63a478f,0xcececec14cd4ffade4b8ca125e57355f15e2cae9,2.3,18528760234.417655422577958175,22517661466.126686322529562883,3988901231.709030899951604708,1771.454481500902849825541653604563321486365841133272539978864146676359,4839972235925628268555893793839,490588469913314053777,2300000000000000000,18528760234417655422577958175,22517661466126686322529562883
17078316-1,17078316,2023-04-19T04:33:23+00:00,2,0x7270aed4f2bf0c8f78f30a2e0813b3e1639569d1872c1f90ebe7eb04f8e7386d,0xee549ba46371c26ffd9cf4a5749d003a3a9d73e1,3.15,25851375254.308733190576070543,26296700572.944489738405739647,445325318.635756547829669104,169.3464613176346693562245335408577285612508822448747226208712245798970,4481311383203407880573770016699,532051400240303299532,3150000000000000000,25851375254308733190576070543,26296700572944489738405739647
17078329-2,17078329,2023-04-19T04:35:59+00:00,3,0x6d977d687c211644a295c9c915444977e83407e162ed1033e3b76e6812761115,0xd83a00a2393b7afa0c3dff18c1ca9758ae8a018e,4,30873203597.056289799222833802,31376636282.285170681311668562,503432685.22888088208883476,160.4482649764188537133053511336471152140488547186581228929961967597669,4348780069321259558198746424971,548746039443379476769,4000000000000000000,30873203597056289799222833802,31376636282285170681311668562
17078329-2,17078329,2023-04-19T04:35:59+00:00,4,0xac0ce2edb45c368c5b2fed22d2a711cf62a7fb8292035580ac09a705410b223c,0x817ffcdee99fe86f667eecf4ec7525acc9ae2a7e,2.3,17552427901.456808190713135665,17837008435.531442226358129885,284580534.07463403564499422,159.5449904636181449175656215898378968635601129361549820965821478851137,4317403433038974387517434756409,552746039443379476769,2300000000000000000,17552427901456808190713135665,17837008435531442226358129885
17078376-17,17078376,2023-04-19T04:45:35+00:00,18,0x6bfa9ce5148093a74d1f69878b50e41797c79b751366ea4f8bdd329000e7614b,0x08e88e0b8aeaedebdace3259129f7ee1746a525b,1.994,14764378534.922425798745373788,16224847328.411268504579551099,1460468793.488842705834177311,900.1433196424729070563208946145907550302281632807446984807678484677188,4436770037311460329375220247447,541645984681216181473,1994000000000000000,14764378534922425798745373788,16224847328411268504579551099
17078543-15,17078543,2023-04-19T05:19:23+00:00,16,0x0f2cd32753b359e60a101ced91332347aac13c79a955bba15fb60688f57cd5a2,0x1b3dff537b7d46a0d30b1d20b101c483586747aa,2.519430125370645818,17298075562.109348579283274974,17673396837.144877223062205343,375321275.035528643778930369,212.3651036040231234979672789728865442495817981945181212580442601083948,4124411638276633605510661797185,583679539220560523466,2519430125370645818,17298075562109348579283274974,17673396837144877223062205343
17078543-15,17078543,2023-04-19T05:19:23+00:00,17,0x0feab9130a2aaa1d29d761ef0cabdae89ae23097f761d2b42d3cf36ff112268d,0x9885965b8abc5605299e14db36971a765e9eb893,0.8,5461986963.83102104706366371,5580159395.176609874388629605,118172431.345588827324965895,211.7725014230506865968060906917198305754502990486082917107350474366188,4106738241439488728287599591842,586198969345931169284,800000000000000000,5461986963831021047063663710,5580159395176609874388629605
17078543-15,17078543,2023-04-19T05:19:23+00:00,18,0x9c64bfaae7099b66e319c3b182bdbf941e964bb0340272c159889538db7e3d64,0x7b19b42564ad1c03625e8306cf20deea2f923a67,0.101744900746727503,693606423.059004525906444988,708601288.386667069708224533,14994865.327662543801779545,211.6121657328994044662872150323750608073187950778362971837153300235555,4101158082044312118413210962237,586998969345931169284,101744900746727503,693606423059004525906444988,708601288386667069708224533
17078554-0,17078554,2023-04-19T05:21:35+00:00,1,0xed1fb76b88beaa31875f2ea503082715dbf3af0e42ada65b5ed71c9482080265,0x4eb783bad7132fda07f7127323f80ab3183e9af3,3.2549590258096,23001481911.675048606424105513,23712863355.868840050216401542,711381444.193791443792296029,299.9981206477653594910841060158514985094648999822965432892015063131012,4207278098659303580611002498973,572536568810696151451,3254959025809600000,23001481911675048606424105513,23712863355868840050216401542
17078563-8,17078563,2023-04-19T05:23:35+00:00,9,0x8abaf90069f027684db7b1836ca7e3b2cb056ab281e1e674ef1c951ebfde3b54,0xa530dcc42794ab18875dbc2e340eee5fb56c6a1e,5.8,42171120774.993071653122583604,42558036060.753975485079651962,386915285.760903831957068358,90.91474174432312450705499657515021109756117273520515781317682340767133,4232616830514000405008942025710,569326882241851371070,5800000000000000000,42171120774993071653122583604,42558036060753975485079651962
17078593-0,17078593,2023-04-19T05:29:47+00:00,1,0xece1f761ee41e1cf69935736c2294504095a9e0a82fab538e1fbd915a498904b,0x50bd54b751952d4a26563b65f2ad34c982cfd0ef,3,24174633992.308139580758863146,24793416195.695340306971313594,618782203.387200726212450448,249.5752092019632052784802443646334304151643189041976872144291219079593,4486943849029435983197732764944,538299838927518019170,3000000000000000000,24174633992308139580758863146,24793416195695340306971313594
17078715-15,17078715,2023-04-19T05:54:35+00:00,16,0x21428c14091b42e7aba594d393ac9017f590f2aee3119b41dd7a102891b941b5,0xaba6cdf6c5881aed52752df34a3822576596bcb7,0.3,2063417249.512114838374321352,2087556220.051541025577621692,24138970.53942618720330034,115.6326728236818673488895317779880740326156564827240274062136588360307,4119254257583235063963082290434,589897674874272013887,300000000000000000,2063417249512114838374321352,2087556220051541025577621692
17078715-15,17078715,2023-04-19T05:54:35+00:00,17,0xc0f6c9dedbddcae6794d5b505fb604de8fcc18a5b9ab1194dd89121a9ae043e7,0x623eeb02f6a0dd670e9c31c126e266ed11a61b5a,2.338695533651391933,16014652022.709148559971148272,16201582094.856098012197180926,186930072.146949452226032654,115.3776656208769837234355425036904785176453848671604325188537754236322,4117166701363183522937504668742,590197674874272013887,2338695533651391933,16014652022709148559971148272,16201582094856098012197180926
17078715-15,17078715,2023-04-19T05:54:35+00:00,18,0x5ba53d284bc78495d752dc8288060c8494b9cf08c96f83adb51b2cfe6e289f2a,0xde42ddb51678d999aed372b7dd34942c3b2c1442,1.38031,9393149295.814799080071592069,9502445190.409580262787700168,109295894.594781182716108099,115.0187056117818486981566327129555947964906194645020749234599219709568,4100965119268327424925307487816,592536370407923405820,1380310000000000000,9393149295814799080071592069,9502445190409580262787700168
17078753-33,17078753,2023-04-19T06:02:11+00:00,34,0xb6acc6a662928666e32f385a8479809596b7e9a678e6c1e642bd92dbba20fd23,0xd5cb4ce53100100dc4e59366b8a807650898bbd5,1,7271820822.911864452030074455,7350961904.39539161867738102,79141081.483527166647306565,107.6608510733894653984556597720859241515390165969100062701408832098128,4240199199237103225400725102363,574094893635258513103,1000000000000000000,7271820822911864452030074455,7350961904395391618677381020
17078753-33,17078753,2023-04-19T06:02:11+00:00,35,0xe84c8f073366f714c6ca56b56ca9e39d8ecb5c1e0b817dce564fb193d40401ea,0x9fcda0f510ff7efc76df96d56a83435cf9929b43,1.45,10499653561.186490599058282168,10613680376.607267089129923918,114026815.42077649007164175,107.4338131305456867606074989921836801234297248531438266852766287240539,4232848237332707833782047721343,575094893635258513103,1450000000000000000,10499653561186490599058282168,10613680376607267089129923918
17078753-33,17078753,2023-04-19T06:02:11+00:00,36,0x74c5b47b10e837f88a5c9bd24535e934d0cd6c1fe8e2949dc2b94b9982bb97ad,0xff3857b4aefae13d519abc4d0846d6f84b45e5cd,0.5,3608410437.742608300448712889,3647531450.594896121954345133,39121012.852287821505632244,107.2533941987185845323044702300905330053028910821570976014895150607049,4222234556956100566692917797425,576544893635258513103,500000000000000000,3608410437742608300448712889,3647531450594896121954345133
17078753-33,17078753,2023-04-19T06:02:11+00:00,37,0x409b003938115f72c0773d74ccb91ccbbb600f10fa96517f487442c8b2434a84,0x5d0d353e8ec98b93b7d3a2f7c34eee5300468066,0.056,403754816.539127080841396702,408130054.850919310146555782,4375238.31179222930515908,107.2020612005750232951691611105380632072990740791409363516938283043433,4218587025505505670570963452292,577044893635258513103,56000000000000000,403754816539127080841396702,408130054850919310146555782
17078818-249,17078818,2023-04-19T06:15:23+00:00,250,0xff1274a10a4ce0041768255fb8d18b06eeb4facc15f65a331a04da625b94f494,0xa4aef57581ed9161cd72e3b99043e38c851dc801,3,21620366991.824180355417034533,22223796338.12362133799997019,603429346.299440982582935657,271.5239723756347028248767271243328146529885777371421087346459413819878,4267787027880650236821502685955,571391108537122383953,3000000000000000000,21620366991824180355417034533,22223796338123621337999970190
17078859-4,17078859,2023-04-19T06:23:35+00:00,5,0x116451e79efff4ead39fb60aad39da117249790435ac24d1e2b5dc227e7cd70d,0xbad1990c2967231bc9a4fa9562ea68e65dd2b25d,3,23205249215.972929414345977864,23465087472.139338833163517415,259838256.166409418817539551,110.7339814841609316803249964629206188939865019656029538429591858128259,4390080251613822278851651945109,556594812248404066035,3000000000000000000,23205249215972929414345977864,23465087472139338833163517415
17079260-1,17079260,2023-04-19T07:44:59+00:00,2,0x1f39bbd0e3ab432ae134a4e5de8ec34faf3603ad8fe6e32dbc3d51b8dc44bd67,0x7a5c65a84617fe658a9778c852c90124134d06d0,2.733620244550072067,19000000000.000000001855279951,19231008661.808953965266416892,231008661.808953963411136941,120.1230085594606893312064713705235230928773811941358951369094135964277,4167006355147272027324020152994,587822902470889524452,2733620244550072067,19000000000000000001855279951,19231008661808953965266416892
17079260-1,17079260,2023-04-19T07:44:59+00:00,3,0xc187cc0f11aa1abba3c7d937aae97624b7b805736f3e9b3c59a89de322283a5f,0x7d417576ce3949ca9df1be8009fa39b754bbe493,1.448912127233616209,10000000000.000000003576058798,10121151523.096388507979162704,121151523.096388504403103906,119.7013233325493423770258174957835126420937153955333653966570457649529,4147775346485463073358753736102,590556522715439596519,1448912127233616209,10000000000000000003576058798,10121151523096388507979162704
17079260-1,17079260,2023-04-19T07:44:59+00:00,4,0x8dcf2124bad647153140f806b4613205bd43dd6a67090eab5f88f3942398f5bf,0x8eb2283f696f2a130134d46e28d3528e19e16868,1,6873433405.635599233891337175,6956533379.954719126937354809,83099974.319119893046017634,119.4560131898063289433958886628466188935231359735811089699494007267239,4137654194962366684850774573398,592005434842673212728,1000000000000000000,6873433405635599233891337175,6956533379954719126937354809
17079275-0,17079275,2023-04-19T07:47:59+00:00,1,0x98f0a71172a82a958f2a5210dd8a8b390a4515f8372a8b20e939610306df8e6d,0xd83eb40979ca0dabe945e22629a72765dc9a39bd,0.252,1643767757.963361564156770169,1728741372.857020372066100075,84973614.893658807909329906,491.5345709186468976582400215903861812578823465095992956903681325161472,4106890855347463352831182606565,596617496611935451768,252000000000000000,1643767757963361564156770169,1728741372857020372066100075
17079275-0,17079275,2023-04-19T07:47:59+00:00,2,0xb2fa547ee29cbb75e26eb45c482c6e440f1f0c98807ff347fbdf87339a53cd87,0x4852ea8eb903afc71f93899419a261809904b21e,7.28790765593973264,46961193074.259162650100154632,49373503577.040604562325783844,2412310502.781441912225629212,488.5840234159929642990527692570377124141337647966229391950646720994636,4105162113974606332459116506490,596869496611935451768,7287907655939732640,46961193074259162650100154632,49373503577040604562325783844
17079278-5,17079278,2023-04-19T07:48:35+00:00,6,0x5be23ed2019c8bbc58048ba6467fbdd75d15440d2e0fafb32b53dec719b386c1,0x33c6b73432b3aea0c1725e415cc40d04908b85fd,4,25804106722.974221768016316434,26051753473.61640223790687121,247646750.642180469890554776,95.05953251591364735805695670590701041822162310031861022262244112925836,4014285690497461375256554038656,610518480337946071997,4000000000000000000,25804106722974221768016316434,26051753473616402237906871210
17079278-5,17079278,2023-04-19T07:48:35+00:00,7,0xdb6130c7a1e95f24ef49705b6ff5015c4bcd05cae4fcb5534a84e65ec0610861,0x76c3dd0fc9e122bda61431ddcb8aef3586203777,0.15,961152546.842544033526607882,970345545.633781457754060393,9192998.791237424227452511,94.73943413872235132412635863658932387208836253330504673189021965800755,3988233937023844973018647167446,614518480337946071997,150000000000000000,961152546842544033526607882,970345545633781457754060393
17079278-5,17079278,2023-04-19T07:48:35+00:00,8,0x0a5d305e0a20ae7a891f8ca803562f35f893c643f2a71cd3a31cc77bdb933c96,0x315d2ee4fccda0def532ef4108ff57204f8d9eba,0.715991512691009024,4581437497.678247187342500658,4625226041.205335553365877884,43788543.527088366023377226,94.67330490874140280344394978945029439363637146249984904227806929757574,3987263591478211191560893107053,614668480337946071997,715991512691009024,4581437497678247187342500658,4625226041205335553365877884
17079278-5,17079278,2023-04-19T07:48:35+00:00,9,0xcc202102fd36a273c544e7ce7aaaac3ca16da7c6f0260e449e328fc577d400d1,0x71b28530fb7b7ad49187704e87f5c9ddcbf66e3e,1.68056812363873026,10712024729.918524683161861085,10814209020.822766780012234819,102184290.904242096850373734,94.49076738528557718604747560557731713499733895011752419945281702954432,3982638365437005856007527229169,615384471850637081021,1680568123638730260,10712024729918524683161861085,10814209020822766780012234819
17079294-14,17079294,2023-04-19T07:52:11+00:00,15,0xd9014c8ef62cd7b10e17aa82875227e2fb31aa12701b6b60548e4a433e3233a2,0x983d06d6dc495d644e4157281dc97ea837c69502,1.95,11646484720.462345789042758553,12514915594.925994841959283947,868430874.463649052916525394,693.9166851558653235261634664204593359256952468622058889410977256193557,3981297065490693308548156727887,616536944112365221024,1950000000000000000,11646484720462345789042758553,12514915594925994841959283947
17079294-14,17079294,2023-04-19T07:52:11+00:00,16,0x7c19afdd76132d1c03777c4823e31294a9b2d536def350e3b7db0d7c49e224ce,0x29124aab3c824e8710e816910bd8866b592d58a9,0.575960486774102337,3426424860.386468035805588147,3681387558.400879236580872457,254962698.01441120077528431,692.5722814284782130229391084820044123014360755718726914498723946946202,3968782149895767313706197443940,618486944112365221024,575960486774102337,3426424860386468035805588147,3681387558400879236580872457
17079294-14,17079294,2023-04-19T07:52:11+00:00,17,0x929a6e66684cea2defb50ac94ad8b3a6886644afd9e199b732ac95f3f81fb9c4,0x89a2a295174d899c6d68dfc03535993ee15ff72e,0.2,1188375293.688395348808149206,1276746680.91071424965824116,88371387.222318900850091954,692.1606967427778225543498019733920615106311880302268202283674366592986,3965100762337366434469616571483,619062904599139323361,200000000000000000,1188375293688395348808149206,1276746680910714249658241160
17079473-2,17079473,2023-04-19T08:29:35+00:00,3,0xde9ef3d3711200f9e3d2f455abebcd1b0e8f45a02ffad39a3de231912ffac6ac,0x7340c899b795d8104170c822dc11463fc3f6a4d2,4,29475513936.967333590976360009,30387917051.071385011008656218,912403114.104051420032296209,300.2519430899535369427422403589455950228486950334652264130613624847347,4410654846686347245673217022563,574850342194467524128,4000000000000000000,29475513936967333590976360009,30387917051071385011008656218
17079473-2,17079473,2023-04-19T08:29:35+00:00,4,0x10ff02c609a0e4737381606e8feadb11649a6c496ca4517788c5c9179997f56b,0xcf33f3402574785b1ca4b2d03234a7d99280bf4e,0.49899245034620187,3648900542.945795309450234662,3761406923.995082275382093621,112506381.049286965931858959,299.1071780390917858722548940383219156012533810990364520017632536567577,4380266929635275860662208366345,578850342194467524128,498992450346201870,3648900542945795309450234662,3761406923995082275382093621
17079484-12,17079484,2023-04-19T08:31:47+00:00,13,0x5ab72773b669f29d80c51c9a77ae94aa511544e411ca903a8dd9b3fd258bf1f1,0xc7d1aadac193c242fdf311e41d8542cae1111111,8.132379933115410431,58159117518.356155428270533347,59104181233.505302791511505154,945063715.149147363240971807,159.8979455303585958767065976897172827305737686399465039139574181645960,4329979529865219720153934399757,585883826091705884174,8132379933115410431,58159117518356155428270533347,59104181233505302791511505154
17079572-11,17079572,2023-04-19T08:49:23+00:00,12,0x2433c8bbb817a0a66a7dd37401cb95c9bca758440a745662ac37222207dd42dd,0x7340c899b795d8104170c822dc11463fc3f6a4d2,2,14415123388.614035415809323301,14711022323.365888437746582683,295898934.751853021937259382,201.1409732428107785766395506050100763337468549898272067792866567843311,4375257181251650735597078775332,591048592665964792108,2000000000000000000,14415123388614035415809323301,14711022323365888437746582683
17079572-11,17079572,2023-04-19T08:49:23+00:00,13,0x85dbfd89ac806849030a9fd7614a97df8e3645c709ef1a6388773a3a1cc395df,0x23d01763c1d3f5f0e8f2302cb143a4d069c816b6,0.997,7150086877.930610833685433467,7296483643.991963935848213834,146396766.061353102162780367,200.6401620346239453368859877048898713699877116550594383758968384785196,4360546158928284847159332192649,593048592665964792108,997000000000000000,7150086877930610833685433467,7296483643991963935848213834
17079677-33,17079677,2023-04-19T09:10:35+00:00,34,0xc3e5995a65df8e6ae7dfa65ec141956c138df484eca30e94c974a5bc7d93f498,0x26ed4f387a7059a883701ea161b1c581b006a77a,4.070504503839963698,30720205576.603231767263828852,31085918870.441197613617105579,365713293.837965846353276727,117.6459654810825717216713967784758554702439622185012571839749462524679,4480472416494855385815788169540,580871169027628174432,4070504503839963698,30720205576603231767263828852,31085918870441197613617105579
